2026/09/20 15:43:32.140, 0, 2, 18.47, 31
2026/09/20 15:43:33.194, 0, 21, 19.42, 31
2026/09/20 15:43:34.235, 0, 544, 69.54, 32
2026/09/20 15:43:35.267, 0, 598, 69.75, 33
2026/09/20 15:43:36.299, 0, 630, 70.01, 33
2026/09/20 15:43:37.330, 7, 758, 71.10, 33
2026/09/20 15:43:38.361, 0, 854, 70.93, 33
2026/09/20 15:43:39.393, 1, 886, 70.18, 33
2026/09/20 15:43:40.425, 0, 918, 70.48, 33
2026/09/20 15:43:41.458, 0, 950, 70.83, 33
2026/09/20 15:43:42.490, 0, 950, 70.10, 33
2026/09/20 15:43:43.523, 0, 1216, 70.06, 33
2026/09/20 15:43:44.555, 0, 1216, 70.84, 33
2026/09/20 15:43:45.585, 0, 1216, 72.04, 34
2026/09/20 15:43:46.615, 2, 1216, 72.36, 34
2026/09/20 15:43:47.646, 1, 1216, 71.49, 33
2026/09/20 15:43:48.680, 2, 1216, 73.29, 34
2026/09/20 15:43:49.712, 0, 1216, 70.55, 34
2026/09/20 15:43:50.743, 0, 1218, 70.55, 34
2026/09/20 15:43:51.786, 0, 1218, 70.75, 34
2026/09/20 15:43:52.835, 0, 1218, 70.97, 34
2026/09/20 15:43:53.868, 7, 1314, 72.78, 34
2026/09/20 15:43:54.900, 0, 1314, 71.43, 34
2026/09/20 15:43:55.933, 8, 1346, 71.17, 34
2026/09/20 15:43:56.964, 0, 1378, 72.02, 34
2026/09/20 15:43:57.996, 0, 1378, 70.67, 34
2026/09/20 15:43:59.030, 0, 1378, 71.46, 34
2026/09/20 15:44:00.063, 0, 1378, 72.33, 34
2026/09/20 15:44:01.094, 1, 1378, 78.96, 34
2026/09/20 15:44:02.127, 7, 1378, 72.56, 34
2026/09/20 15:44:03.159, 1, 1378, 78.59, 35
2026/09/20 15:44:04.192, 0, 1378, 73.38, 34
2026/09/20 15:44:05.225, 2, 1378, 72.96, 34
2026/09/20 15:44:06.255, 0, 1378, 79.73, 34
2026/09/20 15:44:07.288, 0, 1378, 71.85, 34
2026/09/20 15:44:08.319, 0, 1378, 80.09, 34
2026/09/20 15:44:09.349, 0, 1378, 72.23, 34
2026/09/20 15:44:10.380, 0, 1378, 79.39, 35
2026/09/20 15:44:11.413, 7, 1378, 73.37, 36
2026/09/20 15:44:12.446, 1, 1378, 78.54, 35
2026/09/20 15:44:13.479, 0, 1378, 73.21, 34
2026/09/20 15:44:14.511, 2, 1378, 73.30, 34
